id,nguoi-dung,ngay-tao,chi-tiet,xu-ly
82d11d36-7cf0-434a-a215-00b440237820,7f71536f-3d56-4e88-b433-2f2f93335c35,2021-02-05T03:02:25+07:00,"[{'san-pham': '1728630121-3', 'so-luong': 5}, {'san-pham': '1728630142-356', 'so-luong': 1}, {'san-pham': '1728630136-246', 'so-luong': 4}, {'san-pham': '1728630161-632', 'so-luong': 2}, {'san-pham': '1728630152-493', 'so-luong': 1}]",roi
5bc219e0-b61c-494e-8ced-2642903868d6,8c2ea9c0-29ce-4fc7-b71e-0996ebf17c45,2021-02-17T07:40:37+07:00,"[{'san-pham': '1728630158-601', 'so-luong': 5}]",roi
efae8601-6e29-4208-b010-41df6a2d9259,878debfd-a76f-4ba1-9e57-844f54b13857,2021-01-18T11:51:22+07:00,"[{'san-pham': '1728630152-473', 'so-luong': 4}, {'san-pham': '1728630161-631', 'so-luong': 2}, {'san-pham': '1728630149-426', 'so-luong': 3}]",roi
cf890835-d777-4f21-9644-a4bdd0fb41bb,a872cf9b-1aaf-4a38-9868-1debab1fba0d,2024-06-07T03:08:44+07:00,"[{'san-pham': '1728630149-431', 'so-luong': 3}, {'san-pham': '1728630136-264', 'so-luong': 3}, {'san-pham': '1728630145-413', 'so-luong': 5}]",roi
e7271f42-32c1-42f0-a3cc-b059bb4fddb8,7f71536f-3d56-4e88-b433-2f2f93335c35,2020-06-09T20:46:29+07:00,"[{'san-pham': '1728630158-601', 'so-luong': 5}]",roi
79e0b922-6476-4aa5-b429-f79fe6e6f838,e2aed85a-bb32-4da4-8d6d-fd9f7a970c9a,2024-12-04T14:12:02+07:00,"[{'san-pham': '1728630167-740', 'so-luong': 5}, {'san-pham': '1728630149-426', 'so-luong': 4}, {'san-pham': '1728630136-239', 'so-luong': 2}, {'san-pham': '1728630133-209', 'so-luong': 4}]",dang
e1683762-4588-4aa9-8219-e8cdc5ced5fc,1061d3c5-5da4-40eb-b018-09fd3e4b98ca,2020-12-06T11:14:10+07:00,"[{'san-pham': '1728630127-106', 'so-luong': 2}, {'san-pham': '1728630133-186', 'so-luong': 1}, {'san-pham': '1728630136-252', 'so-luong': 4}]",roi
5bf2575c-4ad4-457b-803e-764f3479aa6a,a3dc9610-572f-47b3-b847-d441f6af292c,2023-06-22T02:52:51+07:00,"[{'san-pham': '1728630136-249', 'so-luong': 2}]",roi
05c46d3d-dbe5-48de-bb4f-18da4434ec63,97232f17-d2ad-4caa-a612-ad427ef34b05,2022-02-11T07:46:09+07:00,"[{'san-pham': '1728630158-574', 'so-luong': 3}, {'san-pham': '1728630136-236', 'so-luong': 3}, {'san-pham': '1728630161-632', 'so-luong': 5}, {'san-pham': '1728630155-533', 'so-luong': 1}, {'san-pham': '1728630164-663', 'so-luong': 4}]",roi
8b4fd8e6-73bc-40d7-9361-9413bba765e9,a3dc9610-572f-47b3-b847-d441f6af292c,2022-05-21T16:46:34+07:00,"[{'san-pham': '1728630124-57', 'so-luong': 5}, {'san-pham': '1728630124-77', 'so-luong': 5}, {'san-pham': '1728630145-413', 'so-luong': 5}, {'san-pham': '1728630127-115', 'so-luong': 4}]",roi
80e2df16-5363-45c0-a1ee-c13143c72924,fc47586b-7020-4658-8b32-71f2df407c11,2022-08-20T20:26:58+07:00,"[{'san-pham': '1728630155-542', 'so-luong': 3}, {'san-pham': '1728630149-431', 'so-luong': 5}, {'san-pham': '1728630158-597', 'so-luong': 3}]",roi
5594632e-b900-4796-8400-95065f360366,b063d92f-09b8-43c8-9192-81786a9c09eb,2020-05-25T02:33:26+07:00,"[{'san-pham': '1728630139-277', 'so-luong': 1}, {'san-pham': '1728630155-547', 'so-luong': 2}, {'san-pham': '1728630142-330', 'so-luong': 3}, {'san-pham': '1728630152-501', 'so-luong': 1}, {'san-pham': '1728630136-243', 'so-luong': 3}]",roi
bcb1f532-99e2-4c7a-93f7-e30bbb5917a1,0f8a9b0a-18e3-4de2-bd35-a49d90cf54a4,2020-06-23T16:53:29+07:00,"[{'san-pham': '1728630152-497', 'so-luong': 1}, {'san-pham': '1728630136-236', 'so-luong': 4}]",roi
c88345d8-3f11-4bce-9eb7-219ee97027de,e423d655-c1d2-475f-84c8-770e02321762,2022-12-30T13:05:19+07:00,"[{'san-pham': '1728630139-277', 'so-luong': 5}]",roi
6d33c8c6-717a-4713-94c9-464f7dd8554d,4aaa56d8-636c-415e-988c-e430feb93f76,2024-04-18T14:56:31+07:00,"[{'san-pham': '1728630149-426', 'so-luong': 4}, {'san-pham': '1728630152-504', 'so-luong': 2}, {'san-pham': '1728630152-480', 'so-luong': 5}]",roi
d6657778-11e5-44a3-914a-1e78c607690f,56ba28d0-8fd7-447f-81a1-ad2cb3aa50d0,2023-01-30T12:47:01+07:00,"[{'san-pham': '1728630124-59', 'so-luong': 4}, {'san-pham': '1728630152-465', 'so-luong': 4}, {'san-pham': '1728630142-353', 'so-luong': 2}, {'san-pham': '1728630149-431', 'so-luong': 5}]",roi
da2e5dce-14a2-410e-b64c-bd0543478d57,fc47586b-7020-4658-8b32-71f2df407c11,2020-03-20T02:30:02+07:00,"[{'san-pham': '1728630133-184', 'so-luong': 2}]",huy
90fe8e8c-8756-455c-bf21-5c88576c40fa,8c2ea9c0-29ce-4fc7-b71e-0996ebf17c45,2023-10-23T19:09:57+07:00,"[{'san-pham': '1728630142-342', 'so-luong': 1}, {'san-pham': '1728630161-613', 'so-luong': 3}, {'san-pham': '1728630139-277', 'so-luong': 3}, {'san-pham': '1728630149-431', 'so-luong': 1}]",roi
1773094e-7b0a-4a07-bbb4-8690efa0642f,bfece90f-6e48-42ae-b02d-a24ae4d07524,2021-09-15T14:49:03+07:00,"[{'san-pham': '1728630127-115', 'so-luong': 1}]",roi
bae31599-95b3-456b-8c0e-dd950242e6f8,d3907efc-f17a-4129-a5f5-344f4c30abe8,2024-02-03T08:33:43+07:00,"[{'san-pham': '1728630121-3', 'so-luong': 3}, {'san-pham': '1728630139-287', 'so-luong': 3}, {'san-pham': '1728630155-553', 'so-luong': 2}, {'san-pham': '1728630130-172', 'so-luong': 5}, {'san-pham': '1728630152-480', 'so-luong': 2}]",roi
c8e24b08-06b9-4a4e-9a66-be5d76f4cd96,878debfd-a76f-4ba1-9e57-844f54b13857,2023-10-06T02:08:17+07:00,"[{'san-pham': '1728630149-426', 'so-luong': 1}, {'san-pham': '1728630152-480', 'so-luong': 1}]",roi
2578fd21-0500-44b5-a69d-995d027abda0,7deaa82a-ec39-4f57-a4e6-1179c6fbdd7a,2023-06-07T21:40:13+07:00,"[{'san-pham': '1728630136-236', 'so-luong': 5}, {'san-pham': '1728630121-2', 'so-luong': 2}, {'san-pham': '1728630124-40', 'so-luong': 2}]",roi
e1e0df9e-9933-49e8-bc74-8955f91df85f,a872cf9b-1aaf-4a38-9868-1debab1fba0d,2020-01-12T09:17:01+07:00,"[{'san-pham': '1728630158-571', 'so-luong': 3}]",roi
085356e5-6207-422f-8020-29f8d847b93e,bfece90f-6e48-42ae-b02d-a24ae4d07524,2021-10-09T04:21:31+07:00,"[{'san-pham': '1728630127-119', 'so-luong': 1}, {'san-pham': '1728630136-252', 'so-luong': 5}, {'san-pham': '1728630124-40', 'so-luong': 1}, {'san-pham': '1728630133-195', 'so-luong': 4}, {'san-pham': '1728630130-174', 'so-luong': 1}]",roi
ece21dc7-a668-428c-98d4-ec05c539540d,1bf5d4bd-0a28-4b94-b97d-5d72a50632f1,2020-09-12T22:18:41+07:00,"[{'san-pham': '1728630124-40', 'so-luong': 4}, {'san-pham': '1728630145-401', 'so-luong': 4}, {'san-pham': '1728630142-332', 'so-luong': 4}]",roi
7e679ac3-6541-4d34-a4b8-c7df6c641b11,c0bfea74-7393-47c9-a7e7-ed77dbcc9640,2020-10-26T22:26:07+07:00,"[{'san-pham': '1728630136-244', 'so-luong': 4}, {'san-pham': '1728630136-242', 'so-luong': 3}]",roi
c002b369-d776-4735-a426-1cd954d9ead2,341c8153-4f49-43ef-ba39-533b518e65d1,2020-09-03T07:37:59+07:00,"[{'san-pham': '1728630133-195', 'so-luong': 4}, {'san-pham': '1728630124-47', 'so-luong': 1}, {'san-pham': '1728630149-440', 'so-luong': 1}]",huy
7412a765-72ae-4121-bc38-c4467bb22ebc,8c730801-d611-42b9-afcb-029b18bca254,2023-11-18T02:19:58+07:00,"[{'san-pham': '1728630152-493', 'so-luong': 3}, {'san-pham': '1728630167-747', 'so-luong': 2}, {'san-pham': '1728630124-59', 'so-luong': 5}]",roi
94c9e450-6192-4d87-b691-5257c4fa8f97,56422fc7-043b-4b20-88d4-feb115e17fb1,2021-08-04T17:41:09+07:00,"[{'san-pham': '1728630152-494', 'so-luong': 3}, {'san-pham': '1728630133-186', 'so-luong': 4}, {'san-pham': '1728630158-580', 'so-luong': 5}]",roi
2639d95b-258c-426f-8ddc-9928aaf51373,22812707-ebf4-45ae-b49f-f9985a0e1e5a,2021-12-25T07:50:12+07:00,"[{'san-pham': '1728630142-356', 'so-luong': 4}]",roi
d6fff4f4-536b-4405-9f61-0f22646cc33e,3d0fbc95-6e78-4518-83e4-09c7e781d918,2023-02-12T07:50:00+07:00,"[{'san-pham': '1728630145-406', 'so-luong': 4}, {'san-pham': '1728630136-264', 'so-luong': 4}]",roi
09bfb4d5-3086-4c6b-80e8-b3d37c417638,a7364b9c-428b-4278-8c5b-a97872b2fc94,2023-02-25T04:09:32+07:00,"[{'san-pham': '1728630158-567', 'so-luong': 5}, {'san-pham': '1728630130-136', 'so-luong': 1}, {'san-pham': '1728630133-186', 'so-luong': 2}, {'san-pham': '1728630155-553', 'so-luong': 4}, {'san-pham': '1728630136-249', 'so-luong': 4}]",roi
7547a25d-a9db-4fe1-9330-2f63d4a3425d,bfece90f-6e48-42ae-b02d-a24ae4d07524,2022-03-16T16:51:41+07:00,"[{'san-pham': '1728630152-493', 'so-luong': 5}]",roi
470f7d92-a21c-495f-a4a3-3a16097f0fa8,ede9f862-b9ef-4735-9358-4b8eebcdbe3d,2023-08-28T03:01:14+07:00,"[{'san-pham': '1728630124-59', 'so-luong': 2}, {'san-pham': '1728630145-376', 'so-luong': 4}, {'san-pham': '1728630167-749', 'so-luong': 3}, {'san-pham': '1728630145-413', 'so-luong': 5}]",roi
7797de25-b9b4-4e79-b3dc-3c241f0a4225,622bfd22-5ddf-4cdd-b236-fb5fee91af6b,2022-11-08T08:15:25+07:00,"[{'san-pham': '1728630161-634', 'so-luong': 2}]",roi
7e5fdbd2-ba02-44d4-8d79-159f9c3f6d0b,e560bd15-05a7-4330-9fa4-45bd35c0c0d8,2022-08-13T15:38:16+07:00,"[{'san-pham': '1728630133-201', 'so-luong': 2}, {'san-pham': '1728630136-246', 'so-luong': 5}]",roi
fb9a537c-6053-49fb-9357-29e72c161697,7d1bd5fd-ab01-48a3-b337-da4a84ba3c73,2022-08-07T17:16:13+07:00,"[{'san-pham': '1728630158-580', 'so-luong': 4}, {'san-pham': '1728630158-567', 'so-luong': 1}, {'san-pham': '1728630161-632', 'so-luong': 4}, {'san-pham': '1728630155-541', 'so-luong': 3}]",roi
1d0c27bd-3a46-4772-a5c2-f18d0eea991d,ede9f862-b9ef-4735-9358-4b8eebcdbe3d,2020-03-23T11:56:04+07:00,"[{'san-pham': '1728630167-747', 'so-luong': 5}]",roi
b78c7751-4d24-4cbe-a47c-06267c62e9c3,13d1997e-5daf-4ec7-91ba-f6fc90275cb9,2023-11-29T12:31:35+07:00,"[{'san-pham': '1728630133-211', 'so-luong': 1}, {'san-pham': '1728630152-497', 'so-luong': 4}, {'san-pham': '1728630127-106', 'so-luong': 1}, {'san-pham': '1728630149-425', 'so-luong': 3}]",roi
97e0a80a-3c22-4665-a185-93b99c1b0535,a423319b-8ef4-469a-9b80-8d903242fc18,2021-04-17T13:53:33+07:00,"[{'san-pham': '1728630142-356', 'so-luong': 1}, {'san-pham': '1728630133-195', 'so-luong': 3}, {'san-pham': '1728630164-663', 'so-luong': 5}, {'san-pham': '1728630155-546', 'so-luong': 1}]",roi
4617b67e-14a3-4f73-bec7-6be04608912b,56ba28d0-8fd7-447f-81a1-ad2cb3aa50d0,2023-01-05T12:37:58+07:00,"[{'san-pham': '1728630167-721', 'so-luong': 4}, {'san-pham': '1728630124-57', 'so-luong': 2}, {'san-pham': '1728630142-353', 'so-luong': 4}, {'san-pham': '1728630158-597', 'so-luong': 1}, {'san-pham': '1728630124-46', 'so-luong': 2}]",roi
c24cd4c1-4dc5-429e-b324-b8599ecacb13,2a9bdb0f-c257-49ba-b0c9-f3ecfcfa5232,2020-11-25T10:51:58+07:00,"[{'san-pham': '1728630155-553', 'so-luong': 2}, {'san-pham': '1728630164-672', 'so-luong': 4}, {'san-pham': '1728630130-172', 'so-luong': 3}, {'san-pham': '1728630124-77', 'so-luong': 2}, {'san-pham': '1728630149-440', 'so-luong': 4}]",roi
9cb4ebc4-e150-4848-b9c7-7cb4bc5dc8bc,bfece90f-6e48-42ae-b02d-a24ae4d07524,2022-12-24T03:32:32+07:00,"[{'san-pham': '1728630158-571', 'so-luong': 2}, {'san-pham': '1728630124-77', 'so-luong': 2}, {'san-pham': '1728630133-180', 'so-luong': 2}]",roi
af05e16b-99fa-4758-9535-b960330d966e,13d1997e-5daf-4ec7-91ba-f6fc90275cb9,2022-11-15T08:09:00+07:00,"[{'san-pham': '1728630133-184', 'so-luong': 2}, {'san-pham': '1728630124-46', 'so-luong': 2}]",roi
115c8439-d2bc-4d28-b78a-2adb077bc6e7,b8c8c517-88ab-4601-bc3b-065ce1df8fc5,2021-12-16T08:44:12+07:00,"[{'san-pham': '1728630145-401', 'so-luong': 3}]",roi
5f77fd46-f14b-4632-8b0c-50a2bf2357a1,96a55122-6bd6-45ea-9760-6ec15be0c923,2023-12-28T17:08:09+07:00,"[{'san-pham': '1728630130-150', 'so-luong': 3}, {'san-pham': '1728630167-706', 'so-luong': 4}, {'san-pham': '1728630145-406', 'so-luong': 2}]",roi
df5ab8c6-786f-411f-a56b-9109c24bcb1b,cab0893c-6439-4003-a649-307ac4d7873b,2021-10-11T04:40:32+07:00,"[{'san-pham': '1728630152-497', 'so-luong': 3}, {'san-pham': '1728630136-246', 'so-luong': 1}]",roi
0246e17e-4ebb-4edc-b3f1-fa1ddfffbe2b,036476be-82c3-46cb-9d33-8c99b8f627be,2023-01-07T00:36:33+07:00,"[{'san-pham': '1728630149-431', 'so-luong': 3}, {'san-pham': '1728630124-61', 'so-luong': 3}]",roi
44b12a9f-2e2b-4967-8aad-4ccd2bae955a,a423319b-8ef4-469a-9b80-8d903242fc18,2020-10-09T06:30:41+07:00,"[{'san-pham': '1728630142-356', 'so-luong': 3}, {'san-pham': '1728630158-571', 'so-luong': 1}, {'san-pham': '1728630152-497', 'so-luong': 2}]",roi
c7f503f6-4a22-4b0d-8916-6f7166b8f47e,341c8153-4f49-43ef-ba39-533b518e65d1,2023-07-23T02:54:45+07:00,"[{'san-pham': '1728630136-239', 'so-luong': 1}, {'san-pham': '1728630161-632', 'so-luong': 5}, {'san-pham': '1728630167-749', 'so-luong': 2}, {'san-pham': '1728630161-622', 'so-luong': 2}, {'san-pham': '1728630158-567', 'so-luong': 5}]",roi
e7e3b103-e876-4f0b-98e1-b06520b9f54e,a168bb3c-1c15-4d70-9c40-34b26219a5a4,2024-03-16T06:05:44+07:00,"[{'san-pham': '1728630158-574', 'so-luong': 2}, {'san-pham': '1728630152-473', 'so-luong': 1}]",roi
a797517b-9fac-4e8f-940b-e050ab433550,16d47b25-177f-41ed-9ffa-a1a5de100c56,2021-06-18T05:51:52+07:00,"[{'san-pham': '1728630158-567', 'so-luong': 1}, {'san-pham': '1728630161-613', 'so-luong': 4}, {'san-pham': '1728630136-246', 'so-luong': 1}, {'san-pham': '1728630133-201', 'so-luong': 1}, {'san-pham': '1728630155-533', 'so-luong': 4}]",roi
5c9cab1c-f9a6-4f60-b748-9b481db660e5,b8c8c517-88ab-4601-bc3b-065ce1df8fc5,2022-12-29T04:34:53+07:00,"[{'san-pham': '1728630158-574', 'so-luong': 3}]",roi
7abe4829-a875-4ee7-982d-68dcd2356825,3289e2b2-a548-44fa-b893-8a5f019bf20d,2024-11-11T02:47:19+07:00,"[{'san-pham': '1728630142-332', 'so-luong': 1}]",roi
814f2363-cb39-4316-8064-9a4a18f38901,c90595d8-51b7-49f5-a905-494d3b01b60e,2024-10-23T19:10:05+07:00,"[{'san-pham': '1728630139-287', 'so-luong': 1}]",roi
5adb576d-bf35-4e70-89bb-839a3e43e34f,e560bd15-05a7-4330-9fa4-45bd35c0c0d8,2023-11-04T21:21:11+07:00,"[{'san-pham': '1728630130-150', 'so-luong': 5}]",roi
9e343535-4151-404b-aefd-6f4c9c9c2655,8c2ea9c0-29ce-4fc7-b71e-0996ebf17c45,2023-02-18T01:06:05+07:00,"[{'san-pham': '1728630161-631', 'so-luong': 4}, {'san-pham': '1728630139-304', 'so-luong': 2}, {'san-pham': '1728630161-634', 'so-luong': 3}]",roi
3cf76426-7f37-40cd-be9b-fa476b3421e6,3ca9ad8c-7132-4b85-89fd-d470610d4f3c,2021-05-01T03:11:21+07:00,"[{'san-pham': '1728630149-446', 'so-luong': 5}, {'san-pham': '1728630152-494', 'so-luong': 1}, {'san-pham': '1728630136-239', 'so-luong': 5}, {'san-pham': '1728630167-749', 'so-luong': 1}]",roi
d4f797a0-0b04-4b12-b002-fb2d82f82936,b20099cc-97b9-44a1-b2b1-b70a81df7ce5,2020-03-18T19:39:17+07:00,"[{'san-pham': '1728630127-80', 'so-luong': 1}]",roi
6b3b17f1-1a47-456e-8e54-9af175dc7e62,69940bdb-1a91-407d-941f-acda96527ece,2020-05-04T19:44:50+07:00,"[{'san-pham': '1728630133-186', 'so-luong': 3}, {'san-pham': '1728630121-3', 'so-luong': 3}]",roi
1023208a-c591-4179-8cb0-d41622385816,2d4eca18-2e8e-4156-b511-04063016096b,2022-11-24T03:37:59+07:00,"[{'san-pham': '1728630136-239', 'so-luong': 1}, {'san-pham': '1728630142-356', 'so-luong': 1}, {'san-pham': '1728630127-115', 'so-luong': 5}, {'san-pham': '1728630121-3', 'so-luong': 5}, {'san-pham': '1728630130-173', 'so-luong': 3}]",dang
54751008-06dd-43cc-ae55-c3601a2c3a2d,d3907efc-f17a-4129-a5f5-344f4c30abe8,2023-07-13T18:21:50+07:00,"[{'san-pham': '1728630124-77', 'so-luong': 5}, {'san-pham': '1728630158-588', 'so-luong': 5}, {'san-pham': '1728630133-187', 'so-luong': 4}, {'san-pham': '1728630124-47', 'so-luong': 4}]",roi
1a157c3e-b30f-4268-bb2c-fc3d213a23a7,416b946d-8dfd-4153-87e4-b447efebe027,2024-03-11T18:05:03+07:00,"[{'san-pham': '1728630155-546', 'so-luong': 4}, {'san-pham': '1728630121-3', 'so-luong': 3}, {'san-pham': '1728630167-740', 'so-luong': 4}]",roi
0cd345a8-747a-428e-ba75-99fbdf3ae2e6,4d112bec-9b15-4425-81a7-caf3f58c71be,2022-10-22T16:14:23+07:00,"[{'san-pham': '1728630155-547', 'so-luong': 4}, {'san-pham': '1728630161-622', 'so-luong': 1}, {'san-pham': '1728630164-656', 'so-luong': 3}, {'san-pham': '1728630133-186', 'so-luong': 4}]",huy
4effa1ae-3471-42e4-b586-9e29a1b9cbda,073ac5ea-f0c4-4e88-93ea-ffa998679592,2021-02-20T00:55:03+07:00,"[{'san-pham': '1728630145-367', 'so-luong': 2}, {'san-pham': '1728630121-10', 'so-luong': 3}, {'san-pham': '1728630161-613', 'so-luong': 5}, {'san-pham': '1728630142-356', 'so-luong': 3}]",roi
70b1b301-906f-4aaf-a24a-cdf9eba964c3,e423d655-c1d2-475f-84c8-770e02321762,2024-02-02T03:42:38+07:00,"[{'san-pham': '1728630155-555', 'so-luong': 2}]",roi
e63c531b-a58d-4936-affc-fc3530d17867,0766234c-c2f4-47ac-908e-64d26f575018,2020-10-19T01:21:55+07:00,"[{'san-pham': '1728630139-277', 'so-luong': 2}]",roi
6dab3c3c-dba5-49c9-a74b-871e2a149ffd,c7b705df-2d65-4423-9fc9-c3f826b822b8,2022-11-17T00:44:35+07:00,"[{'san-pham': '1728630161-634', 'so-luong': 4}]",roi
4f174eba-7f7f-46c1-9bf1-fec142b204e6,cab0893c-6439-4003-a649-307ac4d7873b,2022-11-27T14:57:02+07:00,"[{'san-pham': '1728630161-634', 'so-luong': 2}, {'san-pham': '1728630155-514', 'so-luong': 3}, {'san-pham': '1728630145-401', 'so-luong': 2}]",roi
950d7cf3-4eeb-4563-b6d2-ab4c70a1f968,3d0fbc95-6e78-4518-83e4-09c7e781d918,2024-03-22T03:10:23+07:00,"[{'san-pham': '1728630152-473', 'so-luong': 3}]",roi
f874e706-1768-4aa8-8f6b-d722f021449e,a3dc9610-572f-47b3-b847-d441f6af292c,2020-07-06T21:34:43+07:00,"[{'san-pham': '1728630145-406', 'so-luong': 4}]",roi
ca17fd24-45f5-4a99-bc4c-4552f3f59a16,b8c8c517-88ab-4601-bc3b-065ce1df8fc5,2024-05-25T22:39:29+07:00,"[{'san-pham': '1728630124-59', 'so-luong': 3}, {'san-pham': '1728630152-504', 'so-luong': 5}, {'san-pham': '1728630136-244', 'so-luong': 5}, {'san-pham': '1728630139-274', 'so-luong': 1}, {'san-pham': '1728630136-243', 'so-luong': 2}]",roi
970d4d73-e38a-4fca-8b11-b2dcbc4be411,56422fc7-043b-4b20-88d4-feb115e17fb1,2023-09-06T19:39:39+07:00,"[{'san-pham': '1728630130-174', 'so-luong': 2}]",huy
4889f82f-11e9-4b47-955a-d0cd7359a5da,0766234c-c2f4-47ac-908e-64d26f575018,2023-12-29T07:26:03+07:00,"[{'san-pham': '1728630133-186', 'so-luong': 2}, {'san-pham': '1728630124-46', 'so-luong': 5}, {'san-pham': '1728630161-631', 'so-luong': 1}, {'san-pham': '1728630127-119', 'so-luong': 1}]",roi
d420de44-1148-40f9-adea-b748dd45c452,2d4eca18-2e8e-4156-b511-04063016096b,2022-08-23T10:44:56+07:00,"[{'san-pham': '1728630155-546', 'so-luong': 2}]",roi
ce669206-f633-43bf-b20e-f5763517eaba,2a6ee1ed-01d2-4c51-9231-007afb9df7f6,2021-03-03T23:47:49+07:00,"[{'san-pham': '1728630130-174', 'so-luong': 1}, {'san-pham': '1728630127-115', 'so-luong': 2}, {'san-pham': '1728630149-440', 'so-luong': 3}, {'san-pham': '1728630142-356', 'so-luong': 4}, {'san-pham': '1728630167-706', 'so-luong': 2}]",roi
43d9889d-544b-499e-8910-b50a5b73eec0,1061d3c5-5da4-40eb-b018-09fd3e4b98ca,2020-12-12T04:01:05+07:00,"[{'san-pham': '1728630124-77', 'so-luong': 2}]",roi
7aa0b9a5-da2b-487d-80fd-59f22d017a73,560c0f37-935e-4851-bb7f-0d40f4bfd8ac,2024-10-03T21:32:50+07:00,"[{'san-pham': '1728630161-622', 'so-luong': 5}, {'san-pham': '1728630152-465', 'so-luong': 5}, {'san-pham': '1728630124-66', 'so-luong': 5}, {'san-pham': '1728630158-574', 'so-luong': 3}]",roi
992217b5-9dbb-4db2-a462-874c07cf38cb,97232f17-d2ad-4caa-a612-ad427ef34b05,2022-06-23T12:59:09+07:00,"[{'san-pham': '1728630130-174', 'so-luong': 5}]",roi
a3ea6f93-60f2-48ae-a02c-6940298546b0,2b4b0d39-5b9d-4c19-a24c-33e159f42e93,2021-12-06T11:05:32+07:00,"[{'san-pham': '1728630161-613', 'so-luong': 5}, {'san-pham': '1728630136-236', 'so-luong': 2}, {'san-pham': '1728630130-174', 'so-luong': 1}, {'san-pham': '1728630145-413', 'so-luong': 5}]",roi
2183f1a3-2887-4d48-89af-a967d118a758,42de0892-a89c-4e73-95f4-f14b3d9e4b01,2021-05-12T14:05:23+07:00,"[{'san-pham': '1728630127-80', 'so-luong': 4}, {'san-pham': '1728630142-330', 'so-luong': 5}]",roi
e4331e71-f26d-48b3-aac8-ed77b5df3454,22812707-ebf4-45ae-b49f-f9985a0e1e5a,2022-11-28T11:19:55+07:00,"[{'san-pham': '1728630142-332', 'so-luong': 3}, {'san-pham': '1728630149-462', 'so-luong': 5}, {'san-pham': '1728630161-631', 'so-luong': 1}, {'san-pham': '1728630121-15', 'so-luong': 3}, {'san-pham': '1728630155-555', 'so-luong': 3}]",huy
08f53091-42ba-447c-bcd3-e85d9d1575a8,2d4eca18-2e8e-4156-b511-04063016096b,2024-03-19T05:41:42+07:00,"[{'san-pham': '1728630127-119', 'so-luong': 4}, {'san-pham': '1728630127-106', 'so-luong': 4}, {'san-pham': '1728630152-497', 'so-luong': 3}]",roi
8815ca7b-eaca-4335-b3da-2389abaa2ccb,16d47b25-177f-41ed-9ffa-a1a5de100c56,2023-02-28T07:29:21+07:00,"[{'san-pham': '1728630127-119', 'so-luong': 3}]",roi
